"URL,C,54","NAME,C,80","TYPEID,N,9,0","TYPE,C,60","MAP_REF,C,9","LONGITUDE,N,9,6","LATITUDE,N,9,6","COUNTY,C,35","ACCURACY,N,9,0","CONDITION,N,9,0","AMBIENCE,N,9,0","ACCESS,N,9,0","IMAGE,C,9","COLOUR,C,9"
99999,CARROWKEEL SL040-088----,21,Viewpoint,,-8.37870782,54.05632814,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-089----,21,Viewpoint,,-8.37772793,54.05606164,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-090001-,21,Viewpoint,,-8.37785967,54.05543222,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-093----,21,Viewpoint,,-8.37734445,54.05419378,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-094----,21,Viewpoint,,-8.37772535,54.05409374,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-095----,21,Viewpoint,,-8.3835654,54.05309579,SLIGO,0,5,0,5,,tg
99999,CARROWKEEL SL040-096----,21,Viewpoint,,-8.38340976,54.05111938,SLIGO,0,5,0,5,,tg
99999,TREANSCRABBAGH SL040-097001-,21,Viewpoint,,-8.39058956,54.0530013,SLIGO,0,5,0,5,,tg
99999,DOONAVEERAGH SL040-099----,21,Viewpoint,,-8.36812218,54.05443802,SLIGO,0,5,0,5,,tg
99999,CARRICKNAHORNA EAST SL040-101----,21,Viewpoint,,-8.37410766,54.05089707,SLIGO,0,5,0,5,,tg
99999,CARRICKNAHORNA EAST SL040-102----,21,Viewpoint,,-8.37365821,54.05016162,SLIGO,0,5,0,5,,tg
99999,SHROUGH TS073-007----,21,Viewpoint,,-8.23272892,52.42694112,TIPPERARY,0,5,0,5,,tg
99999,CARRIGLONG WA017-057----,21,Viewpoint,,-7.13692255,52.19452835,WATERFORD,0,5,0,5,,tg
99999,MATTHEWSTOWN WA026-003----,21,Viewpoint,,-7.22721716,52.17590903,WATERFORD,0,5,0,5,,tg
99999,HARRISTOWN WA027-007----,21,Viewpoint,,-7.01223446,52.18420184,WATERFORD,0,5,0,5,,tg
99999,LACKAN WI005-092----,21,Viewpoint,,-6.47329916,53.14793705,WICKLOW,0,5,0,5,,tg
99999,SCURLOCKSLEAP WI006-003----,21,Viewpoint,,-6.39481633,53.18624618,WICKLOW,0,5,0,5,,tg
99999,BLAKESTOWN UPPER WI009-028----,21,Viewpoint,,-6.57474976,53.10641154,WICKLOW,0,5,0,5,,tg
99999,TORNANT UPPER WI015-036----,21,Viewpoint,,-6.69668642,53.04304177,WICKLOW,0,5,0,5,,tg
99999,TUCKMILL HILL WI027-026003-,21,Viewpoint,,-6.68340026,52.94700129,WICKLOW,0,5,0,5,,tg
"99999","Cooneen Cairn","21","Viewpoint","","-8.144856","52.763951","Co. Tipperary","0","4","3","4","125963","tr"
"99999","Sliabh na Mban Cairn","21","Viewpoint","","-7.5617545","52.427701","Co. Tipperary","0","4","3","4","125963","tr"
"32883","Rath Cruachan","21","Viewpoint","","-8.304193","53.802284","Co. Roscommon","0","4","3","4","125963","tr"
"99999","Hill of Uisneach","21","Viewpoint","","-7.5625687","53.490266","Co. Westmeath","0","4","3","4","125963","tr"
"99999","Carrownamaddoo","21","Viewpoint","","-8.4499776","54.216477","Co. Sligo","0","4","3","4","125963","tr"
"99999","Scregg","21","Viewpoint","","-8.1112146","53.547791","Co. Roscommon","0","4","3","4","125963","tr"
"99999","Blackrock Unclassified Cairn","21","Viewpoint","","-6.4902688","53.155045","Co. Wicklow","0","4","3","4","125963","tr"
"99999","Sheegeeragh Passage Tomb","21","Viewpoint","","-8.232204","53.752116","Co. Roscommon","0","4","3","4","125963","tr"
